id,text,HS,TR,AG,caps,sntmt,nohs
20449,uh perra si caer re mal creer verga not mk ser nadie cállatar nadie importar vida bobo hp,1,1,1,0.0,0.4985457880233413,0.25
20456,user ah callatir puto,1,1,1,0.0,0.6706562463476378,0.25
20457,chica ser guarra carafelizconojossonrient quién suponer ser chica,1,1,1,0.0,0.4990916072616941,0.0
20461,user cállatir zorra alcohólico aquí ser,1,1,1,0.0,0.5009703320351537,0.25
20469,picar animal wey hermana merez zorra,1,1,1,0.0,0.506362878701974,0.25
20470,user hacer puta cállate,1,1,1,0.0,0.5759560517132319,0.25
20471,num moro comprar regulador bombona butano cinta cuchillo hacha nadie tienda saltar alarma puto buenismo hechosreales,1,0,1,0.0,0.501734496549841,0.5
20472,user callatir boca perro desgraciado,1,1,1,0.0,0.6807865202607255,0.0
20477,faltar mujer ser perfecto,1,0,0,0.0,0.5086025604357105,0.0
20479,ir convertir venezuela decir ahora semáforo hablar chamo querer ver señor duque ministerio cancillería ir hacer inmigrante chamozolano,1,0,0,0.0,0.498551358765822,0.0
20482,hartar pinch viejo l tirar mierda irina puta madre callatir malparido perder puto tiempo,1,0,1,0.0,0.4990027213325819,0.5
20484,veais pobre muslims acordar adema sangramo gracias ayuda subvención mayor recibir llevar dinero trav mezquita locutorio,1,0,0,0.0,0.4985637214471687,0.0
20486,user callatir perra tonto,1,1,1,0.0,0.7482159636670822,0.25
20488,user ser pensar ir sino mereces castigo ser puta,1,1,1,0.0,0.4985557587916917,0.25
20492,user hacer casa venir trabajador indocumentado argentina registrado casa ser exponer prado día hoy tener entrada agua lado problema enorme solución,1,0,0,0.0,0.4985458425110628,0.0
20493,gordo callate vez ver alimenta depresión puto madre morite,1,1,1,0.3035714285714285,0.4986110555364954,0.25
20497,user user si dos rubia ir enseñar jajaja hija puta,1,1,1,0.0,0.4994103610095484,0.25
20499,user callatir boca pendejo num año delirio madurez puta pario,1,1,1,0.0,0.5084662374176859,0.25
20500,user user ser novia zorra,1,1,1,0.0,0.5030113261028754,0.25
20502,user jajajajaja cállate puta,1,1,1,0.0178571428571428,0.7482159636670822,0.25
20507,llegar loquito picante condado enojado to re apilado cojir patio parado sacar choto cagado acá barrio querer refugiado sub num ser soldado,1,0,1,0.0,0.5037560048825374,0.0
20508,español pagar sanidad papel ser política promoción apátrida sánchez luego españa haber varios nación español puritana tribal subsaharián ser racismo ser realidad integración ser mito,1,0,1,0.0,0.4985458107576102,0.0
20509,si ser moromierda musulmono pasar ser vergüenza,1,0,1,0.0,0.4985458396379057,0.5
20510,user ups cállatir maldito perra manchas reputación,1,1,1,0.0,0.6827213541163226,0.5
20513,user user cállatar ir ser así re puta pario tas re flaco loca querer cuerpo,1,1,1,0.3571428571428571,0.4986136749298203,0.25
20517,muéretir zorra poder ver monstruo ser cállate gilipolla,1,1,1,0.0,0.5007814827709991,0.25
20518,user cállatar perra carabesandoconojossonrient,1,1,1,0.0,0.7482159636670822,0.25
20522,telediario num haber alemán sembrar pánico metro valencia rumano carterista metro barcelona árabe agredir turista barcelona racismo,1,0,0,0.0178571428571428,0.9999996226988176,0.0
20527,puta si ser puta puta puta gobierno,1,1,1,0.1785714285714285,0.5156996288958091,0.25
20529,user imbecil seguir zorra zorra mas amigo cagar haber vuelta atrás,1,0,1,0.0,0.498624013298748,0.25
20532,alarma total numnum subsaharián esperar marrueco venir españa vía user ir user échalir güevo,1,0,1,0.0714285714285714,0.734965096930909,0.0
20534,vien negro extinguido tomar x culo venir pais puto negrata amsss,1,0,1,0.0,0.5296697471330959,0.25
20537,arabio saudita mirar arabes kuwaití demá adinerado masón juda demá mundo hereje cavar propio tumba subsidiar herej anticristiano ordendebe ser conviertas cristo pacifique esperar pais ayuda,1,0,1,0.7142857142857142,0.4991794102487634,0.0
20545,esmuydeprovido rezar frente congreso olvidar marchar ser negro indocumentado,1,0,1,0.0,0.5172975384055086,0.0
20547,dio cría juntar papel papel,1,0,0,0.0,0.4997497832099379,0.0
20554,q ir tener q hacer mejor traer perra vecino garcha callatir pm,1,1,1,0.0,0.5100372339621694,0.25
20555,servir perseguir propaganda islamista radical luego introducir islam escuela castillo pretender ser ensayo creación islamjugend occidente,1,0,1,0.0,0.4992810061940463,0.0
20559,ojalá volver mierda tira negro conchudo re puta madre re parió merecer re rompar cabeza,1,1,1,0.0,0.4985614685566102,0.25
20562,user callatir puta loca si sos quebrado,1,1,1,0.0,0.6613879218568675,0.25
20567,ir publicar foto prensa pa gente sepa ser tremendo perra hijueputa,1,1,1,0.3571428571428571,0.4985475977845146,0.5
20571,user aprobar mejor cállate perra,1,1,1,0.0,0.8084052845597297,0.25
20572,ser invadir acoger refugiado regalar servicio social,1,0,0,0.0,0.502436025037968,0.0
20574,wey soñar ser güera again perro asco,1,0,1,0.0,0.5554314326946063,0.0
20575,user movimiento semen fregar,1,0,0,0.0178571428571428,0.8069823991554581,0.0
20580,poder jugar sudaca niño tener wifi enchufado bombilla,1,0,1,0.0,0.5028498653981238,0.25
20581,chocar niño güero hippie new age poliamoroso academia,1,1,1,0.0,0.55222308319726,0.25
20592,puntería ser puta mayor,1,1,0,0.0,0.5276443005000891,0.25
20593,user zorrilla aparcachoch ser vida multar ahora venir zorrilla subsaharián pasar,1,0,1,0.0,0.4985528967606345,0.0
20594,sal foto enseñar pasar poder so puta feminista mierda reportar jurar creer num,1,1,1,0.3035714285714285,0.4985477803051917,0.25
20600,user dario unum x puto mereces amor encantar puta,1,1,0,0.0,0.5087159856747882,0.5
20605,user lamentablemente ahora querer llamar acoso provocar radicalismo falta atención caso real requerir intervención penal caer juego feminazi,1,0,0,0.0,0.4985477447255891,0.0
20607,pues francamente ser raro ver vosotro mierda goya denunciar maduro violación cometido manada magrebí trato favor fuerte subsahariana frente débil cansado abuelo felizdomingo,1,0,1,0.0,0.4993956962742701,0.0
20608,user user amparo porro amparo po zi carallorandoderisa carallorandoderisa ser bastante mejor persona q pq ser perra sarnós ponte chip si escapas,1,1,1,0.0,0.5028479641971595,0.25
20609,user user cállatar perra,1,1,1,0.0,0.7482159636670822,0.25
20610,user calle sucio perra,1,1,1,0.0,0.500686337832208,0.25
20613,plano mierda aprender corregir prueba concha madre merecer desaprobar pedazo hija puta,1,1,1,0.0,0.500147590583108,0.25
20614,user así ser escuela valer madre pretender enseñar niña ser puta ser moral,1,0,1,0.0,0.4985581495363365,0.25
20615,current reading ir perder miedo irar hacer dueño calle forma violento,1,0,0,0.2857142857142857,0.6344777147296865,0.0
20616,user urgente parar inmigración legal ilegal mexico criminal terrorista país tomar pais refugio criminalidad revolucionindestructible,1,0,1,0.0,0.5100328796302738,0.0
20618,pasar querer hacer usar turbante arabe ser negro tampoco,1,0,0,0.0,0.4985460621997559,0.0
20619,user user cállatir zorra estupido metar correo,1,1,1,0.0,0.5172651244487257,0.25
20622,querido ex poner cuerno embarazar cholo puto felicidad compromiso esperar sear feliz prieta güera mejor deseo babe corazónmorado besito cariño siempre marcadebeso lel youneverlovedme,1,1,1,0.0178571428571428,0.4988078165375088,0.5
20628,user user user user ser perra,1,1,1,0.0,0.5234067217488111,0.25
20630,politivido si gustar poder cambiar destino sudaco,1,0,0,0.0357142857142857,0.5023788626908663,0.0
20634,user hahaha dar risa mejor cállate meta mencionar perra lloronar,1,1,1,0.0,0.499668072679792,0.25
20636,user cállate vos perra hoy creativo putear,1,1,1,0.0,0.4998422452152047,0.25
20637,puto moro,1,0,0,0.0,0.5564131528270027,0.5
